frequency_hz,magnitude,phase_rad
0.0,4.812956296651514e-19,0.0
0.4999999999999999,7.148684845122619e-18,1.3448508740331775
0.9999999999999998,2.37529771064775e-17,1.8642767057214091
1.4999999999999996,2.590399365353477e-17,1.4372539772249187
1.9999999999999996,3.699112128351555e-17,1.5484824555308072
2.4999999999999996,5.117825585288626e-17,1.486980892326006
2.999999999999999,7.895483730714709e-17,1.521556547903255
3.499999999999999,1.0744013102316861e-16,1.5507030867105167
3.999999999999999,1.7321195859973003e-16,1.5686693788382793
4.499999999999999,3.6828711086541285e-16,1.5642429149985322
4.999999999999999,1.0,-1.570796326794898
5.499999999999999,4.076878911281066e-16,-1.5641780820208375
5.999999999999998,2.1268143722568567e-16,-1.5603596680652514
6.499999999999998,1.4857906621525086e-16,-1.5596758507614998
6.999999999999998,1.0369724807153563e-16,-1.5716784084162512
7.499999999999998,9.383074282358586e-17,-1.541471335070452
7.999999999999998,7.903469647004638e-17,-1.5669514248954763
8.499999999999998,7.072819392372706e-17,-1.5211739836738016
8.999999999999998,7.09540046526719e-17,-1.6665479599919166
9.499999999999998,5.647312350745664e-17,-1.5078437799541924
9.999999999999998,5.0737488863079324e-17,-1.5291060790658932
10.499999999999998,4.938179658536895e-17,-1.5066972104329486
10.999999999999998,3.037578526819123e-17,-1.5684541940928414
11.499999999999998,4.2815580898928467e-17,-1.6231112532053906
11.999999999999996,4.2467049286911364e-17,-1.5603918663212948
12.499999999999996,3.800082843477163e-17,-1.4682046722453332
12.999999999999996,2.7624805145670343e-17,-1.4585598657018306
13.499999999999996,3.4123029973512236e-17,-1.5168944334784027
13.999999999999996,3.156272658198002e-17,-1.535392609779593
14.499999999999996,3.1744063109954057e-17,-1.5056744818505379
14.999999999999996,3.053875519559633e-17,-1.487748083016929
15.499999999999996,2.8411704348651797e-17,-1.5250472057111408
15.999999999999996,2.542592956262754e-17,-1.439834957408476
16.499999999999996,2.785256166805824e-17,-1.5337512408871141
16.999999999999996,3.45783154458524e-17,-1.5424180959775844
17.499999999999996,2.550966710649711e-17,-1.516208285032476
17.999999999999996,2.1484295704191962e-17,-1.5226110876028354
18.499999999999996,2.3766630600421142e-17,-1.546086361139495
18.999999999999996,2.842998809066559e-17,-1.6747319693002956
19.499999999999996,2.1799958940762448e-17,-1.5128312331859899
19.999999999999996,2.1147545586714035e-17,-1.4674748487976659
20.499999999999996,2.3137839576156862e-17,-1.6155801466539101
20.999999999999996,3.4202962094035054e-17,-1.8685959498710212
21.499999999999996,2.0730828790182447e-17,-1.5046658552877399
21.999999999999996,2.1822005267110804e-17,-1.5713448421864755
22.499999999999996,1.9988368793448154e-17,-1.3352402013868339
22.999999999999996,1.9068576484311338e-17,-1.7668366653800456
23.499999999999996,1.8697958445567303e-17,-1.4354757304558714
23.999999999999993,1.6745371272281604e-17,-1.5952018307786298
24.499999999999993,1.667643541785606e-17,-1.4442379043654385
24.999999999999993,3.773779965354623e-17,-1.9619284793387193
25.499999999999993,1.5444068520933848e-17,-1.3780148622276571
25.999999999999993,1.4449636209169768e-17,-1.3864346022993825
26.499999999999993,1.789068720344074e-17,-1.670559554325959
26.999999999999993,1.8617205534513887e-17,0.3409951758583991
27.499999999999993,1.6818202830785566e-17,-1.1963320608582055
27.999999999999993,1.2562836585720056e-17,-1.4338481784117458
28.499999999999993,1.469218981302093e-17,-1.3250423264848123
28.999999999999993,9.125713163027522e-18,-0.3499601598004056
29.499999999999993,1.4053133120159763e-17,-1.7073614643628452
29.999999999999993,1.2143860860196092e-17,-1.3671549124838813
30.499999999999993,1.5018967129082187e-17,-1.836697217397091
30.999999999999993,1.2724817034503446e-17,-1.4991413637062463
31.499999999999993,1.38451327896463e-17,-1.1913831290845482
31.999999999999993,1.2706133433815025e-17,-1.3093577981130695
32.49999999999999,1.4219046788385876e-17,-1.4191901841552519
32.99999999999999,9.993303723006579e-18,-1.8153914409460483
33.49999999999999,1.2010605770931162e-17,-1.7381500682692406
33.99999999999999,1.4848095299256265e-17,-1.3994962625361749
34.49999999999999,1.1858419477453307e-17,-1.3101020288625616
34.99999999999999,1.6181872471050864e-17,-1.2626676224925064
35.49999999999999,1.0791020468371912e-17,-1.2773711316149465
35.99999999999999,1.1100151070864325e-17,-1.2250243649660169
36.49999999999999,1.385671367257602e-17,-1.7900890988088118
36.99999999999999,7.311996535095545e-18,-0.8001311648822841
37.49999999999999,1.209870136259139e-17,-1.434274697467528
37.99999999999999,2.050904883164999e-17,-1.5006494621583182
38.49999999999999,1.5265740775243726e-17,-0.8074301967635923
38.99999999999999,1.0112130010623483e-17,-1.5769505922699825
39.49999999999999,1.0041076708155052e-17,-1.1944265450826046
39.99999999999999,8.137632161172685e-18,-1.2363909494513143
40.49999999999999,1.084030699275018e-17,-1.3050969181706802
40.99999999999999,6.438250035697283e-18,-1.4330540986203444
41.49999999999999,1.0012913383671568e-17,-1.3131804503619713
41.99999999999999,1.0395503367507499e-17,-1.413627967463043
42.49999999999999,1.1115073381250973e-17,-1.0264129505107307
42.99999999999999,1.460548728050711e-17,-2.3317736689103503
43.49999999999999,8.632926132267723e-18,-2.0866799292535223
43.99999999999999,1.2440154418620498e-17,-1.31698792230044
44.49999999999999,1.0259361042661277e-17,-1.3021316607696685
44.99999999999999,1.0132959155441821e-17,-1.5870410393894947
45.49999999999999,8.560541705586355e-18,-1.3140333982236974
45.99999999999999,8.60140718764736e-18,-1.1531504854585304
46.49999999999999,8.408128396205592e-18,-1.5441170968653506
46.99999999999999,1.104857657791949e-17,-1.6211019931052675
47.49999999999999,7.196916860823287e-18,-1.8562260721206665
47.999999999999986,1.6787775970941303e-17,-1.3383234877654153
48.499999999999986,1.2316863270363473e-17,-0.8030921636653817
48.999999999999986,8.167185683227229e-18,-2.5727586718731077
49.499999999999986,9.218411559407643e-18,-0.8948783941810489
49.999999999999986,1.030962662090343e-17,-1.1827292594063543
50.499999999999986,9.572848063023631e-18,-0.9662768746336521
50.999999999999986,5.482000354828782e-18,-0.360728633094799
51.499999999999986,9.231979588987833e-18,-0.8983851060431544
51.999999999999986,9.946610304225763e-18,-1.3110519137923802
52.499999999999986,9.956716245438124e-18,-0.8093605390545464
52.999999999999986,1.6341005836661428e-17,-1.3012525480836123
53.499999999999986,4.806640855478975e-18,-1.2950806468627487
53.999999999999986,8.540630017658708e-18,-0.8996912645198354
54.499999999999986,8.170234396283077e-18,-1.0983170607117965
54.999999999999986,5.999991375326411e-18,0.5249226668497413
55.499999999999986,5.908125281645341e-18,-1.3950790028415725
55.999999999999986,1.0055594377705619e-17,-1.1544923079075233
56.499999999999986,7.091224608434741e-18,-1.3650865975731081
56.999999999999986,1.1932346720116347e-17,-1.6442034238128516
57.499999999999986,5.427029593692664e-18,-0.7529356745574134
57.999999999999986,8.694480329520247e-18,-0.9445269760377918
58.499999999999986,6.969220534416048e-18,-1.2240605506484101
58.999999999999986,2.0631465620175675e-17,-1.779254367184274
59.499999999999986,8.067354694777816e-18,-0.484027254320576
59.999999999999986,1.2499194698574438e-17,-0.9891330406450798
60.499999999999986,1.0669678531272904e-17,-0.8677494068369133
60.999999999999986,1.1227622346424016e-17,-1.7929357358223712
61.499999999999986,1.0240033158629613e-17,-0.3666417703116881
61.999999999999986,1.085122302286657e-17,-0.9569079866484118
62.499999999999986,1.4817514573648544e-17,-0.5441928767086751
62.999999999999986,1.2863525844745509e-17,-1.6045151508867201
63.499999999999986,3.4539375477868336e-17,-0.11202708337683588
63.999999999999986,4.1495913909872664e-17,1.459455412311779
64.49999999999999,2.6510075183975487e-17,-2.9135524641590056
64.99999999999999,8.56679210762985e-18,-1.76268733601573
65.49999999999999,8.635923957804577e-18,-2.814876002025356
65.99999999999999,8.520100751170428e-18,-0.8581486508359145
66.49999999999999,7.123853029845418e-18,-2.121856286947458
66.99999999999999,1.4836094641731842e-17,-1.8889359860343078
67.49999999999999,3.1968008753783524e-18,-1.8452543948532443
67.99999999999999,1.0838936669746167e-17,-1.1556679678416124
68.49999999999999,5.555074914302048e-18,-1.566469613230448
68.99999999999999,4.1946577744791365e-18,-0.7875715087100905
69.49999999999999,5.7427318966143034e-18,-0.1916388078596625
69.99999999999999,9.132395044453514e-18,-0.8757212137729332
70.49999999999999,8.360472457032608e-18,-0.8501288419085743
70.99999999999999,2.71185874453501e-18,-1.6706494927572648
71.49999999999999,8.561954911843019e-18,-0.1401698240146432
71.99999999999999,1.2095511290608932e-17,-0.9106043509818091
72.49999999999999,1.6391436642903575e-17,-0.5619174728303519
72.99999999999999,8.877037532878472e-18,-1.9508243623437016
73.49999999999999,3.33810171386916e-17,0.15952494016523014
73.99999999999999,4.702888229102716e-17,1.2082409548345827
74.49999999999999,2.2039310931931718e-17,-2.3059038409373755
74.99999999999999,3.9100286608524765e-17,1.3771289964535343
75.49999999999999,2.7037708577014813e-17,-2.61134641084234
75.99999999999999,1.175880105898582e-17,-2.886962922673533
76.49999999999999,6.078925450033817e-18,2.430873196043726
76.99999999999999,1.0149288044491106e-17,-0.1674083165875361
77.49999999999999,7.575795883844415e-18,-1.8577177132746348
77.99999999999999,9.954268359133242e-18,-1.7613927902686002
78.49999999999999,3.689244851990837e-18,-2.334290735604431
78.99999999999999,1.9391114408432484e-18,-2.071400107726044
79.49999999999999,3.459303252454197e-18,-1.456907842123514
79.99999999999999,6.3982825144638665e-18,-1.7717028311024983
80.49999999999999,5.210212755164219e-18,-0.22081230485799955
80.99999999999999,6.794088141983844e-18,-1.1803666650091469
81.49999999999999,3.011263758197086e-18,-2.4684348649291517
81.99999999999999,1.1941219569579186e-17,-1.2900807601538824
82.49999999999999,6.6059660560501356e-18,-1.2947461982654038
82.99999999999999,1.3554856498315388e-17,-2.3811642293455293
83.49999999999999,5.407177428250644e-18,1.718500244856972
83.99999999999999,1.3836312252284432e-17,-0.08653085167195257
84.49999999999999,2.0443153673689683e-17,-0.710264357210171
84.99999999999999,1.9694665318288813e-17,2.1649119812045834
85.49999999999999,2.0200867749212695e-17,-2.3096420677162546
85.99999999999999,1.4568138258246293e-17,-2.9401014960653815
86.49999999999999,5.7973848391399085e-18,1.616999518261701
86.99999999999999,6.51763148609038e-18,-0.9727208495097261
87.49999999999999,8.428782478927411e-18,-1.233628922517
87.99999999999999,8.187851583481816e-18,-2.0738802912039835
88.49999999999999,1.7446638151728165e-18,-0.783811180917725
88.99999999999999,5.513483884309766e-18,-2.4800324948043966
89.49999999999999,5.543372047891504e-18,-0.905094213465149
89.99999999999999,3.028798384172674e-18,-2.9333577567775273
90.49999999999999,5.28601991751119e-18,-0.08765016961614312
90.99999999999999,7.940749114312031e-18,2.017341716377498
91.49999999999999,9.350939480203714e-18,-2.675013841818528
91.99999999999999,8.21445406072203e-18,-1.789385232924501
92.49999999999999,2.470402320161898e-18,-2.1776684675323215
92.99999999999999,8.947131402465728e-18,-1.1412655724265939
93.49999999999999,4.249507372948215e-18,-1.4080448144177933
93.99999999999999,3.750714723787087e-18,-2.5567040854735055
94.49999999999999,1.8722055200083675e-18,-2.4962575177517885
94.99999999999999,4.89301326360068e-18,-1.4139135355249564
95.49999999999999,4.671787337468081e-18,-1.6202532239361067
95.99999999999997,5.152915738728814e-18,-1.818773834902241
96.49999999999997,2.0928048217135266e-18,-1.8275822570709022
96.99999999999997,6.303629970262659e-18,-2.0091213241558306
97.49999999999997,4.0922107773968444e-18,-1.1475260654582529
97.99999999999997,8.134400780235906e-18,-1.84486700626448
98.49999999999997,6.900516500974137e-18,-0.3280733434112711
98.99999999999997,5.964079868486486e-18,-2.1510171008759142
99.49999999999997,5.877332359471234e-18,-0.5591154126700252
99.99999999999997,1.2755098197732082e-18,2.140673380561612
100.49999999999997,4.4661447717173806e-18,-0.6931858467735599
100.99999999999997,9.305751932905203e-18,0.7379098197955976
101.49999999999997,6.268382117484545e-18,-1.779497906556346
101.99999999999997,6.166703002085822e-18,-2.214200703394506
102.49999999999997,6.186175959432141e-18,-0.19185182898421743
102.99999999999997,7.305469626692302e-18,-1.894840388903605
103.49999999999997,3.049789730546491e-18,-1.895528730320269
103.99999999999997,2.2431208626647716e-18,-1.0338766574355875
104.49999999999997,3.6486068951620755e-18,-1.814503439347534
104.99999999999997,6.6675898750018235e-18,-2.6504781448277233
105.49999999999997,4.661989963944536e-18,-1.2130079862354968
105.99999999999997,1.8851513072199504e-18,-1.7810814244739979
106.49999999999997,6.0110569752901745e-18,-0.8473940713426729
106.99999999999997,1.4715976346941812e-17,0.8703103106781056
107.49999999999997,7.58408084334072e-18,-2.3176236758688407
107.99999999999997,6.114218368103065e-18,-1.9685089722279632
108.49999999999997,4.2655699653713665e-18,-0.9029108075227417
108.99999999999997,3.679820685928477e-18,-0.9370527582084818
109.49999999999997,4.676482496101928e-18,-1.6707611869430088
109.99999999999997,3.013467731723834e-18,-1.6407955746163507
110.49999999999997,3.986201370980856e-18,-0.9035823616491734
110.99999999999997,5.923381947044156e-18,-0.6863436718776322
111.49999999999997,5.537941596825946e-18,-1.8080783469767907
111.99999999999997,3.783860293794735e-18,-2.135354155118772
112.49999999999997,7.132644484093323e-18,-0.1674459935545312
112.99999999999997,1.3705936314934512e-18,2.982166374846857
113.49999999999997,3.204305840554003e-18,-2.1559265507351393
113.99999999999997,2.0885731921580577e-18,-0.4867999283435257
114.49999999999997,4.809073308169807e-18,-1.7017667503582916
114.99999999999997,2.268856831987565e-18,-1.9212607874923178
115.49999999999997,4.289005401892661e-18,-1.4959298347277596
115.99999999999997,1.7198687831921246e-18,-0.780605580376652
116.49999999999997,5.4777411042070185e-18,-1.1102593862132217
116.99999999999997,3.937753558643107e-18,1.6260986528611994
117.49999999999997,7.5176967142136e-18,-2.2953213398186225
117.99999999999997,3.1049354038987797e-18,-1.6566639159195553
118.49999999999997,3.505945507154713e-18,-1.7733954043398452
118.99999999999997,1.77045498023724e-18,-3.050900670396871
119.49999999999997,5.0262635502034386e-18,-2.189538204140406
119.99999999999997,2.2765865032704793e-18,-1.2225608498024172
120.49999999999997,4.487446531690412e-18,-1.760047877317463
120.99999999999997,4.562225282713023e-18,-2.873346773252656
121.49999999999997,5.84521865477015e-18,-2.2111887689072636
121.99999999999997,3.3848703220733205e-18,-1.6159014746933118
122.49999999999997,3.1320550142555737e-18,-1.1219314415368635
122.99999999999997,7.775891815415446e-18,-2.2162149394820254
123.49999999999997,5.769461279325751e-18,-2.393553278721671
123.99999999999997,4.976707187975144e-18,-1.1513267431887564
124.49999999999997,4.807607401078581e-18,-1.2791316661370788
124.99999999999997,3.1693402868547774e-18,0.10766444046517354
125.49999999999997,4.959247241594909e-18,-1.8797677812128673
125.99999999999997,2.4699207443016114e-18,-0.8054474446615679
126.49999999999997,5.074518876932992e-18,-2.246378182757174
126.99999999999997,2.8119380060135067e-18,-0.5404467088119828
127.49999999999997,4.983549918808882e-18,-2.221239154700552
127.99999999999997,3.4662770388956126e-18,-1.167892614872415
128.49999999999997,3.506336317494079e-18,-1.2977261046793909
128.99999999999997,1.3954076590620542e-18,-0.607038202792609
129.49999999999997,4.8889317374499446e-18,-2.459338404264885
129.99999999999997,4.6695740186987196e-18,-0.5198635646634824
130.49999999999997,7.10783706220105e-18,-2.3100091760790584
130.99999999999997,9.07235061061034e-18,-2.0513652960282016
131.49999999999997,6.541358656291673e-18,-2.8199202662190177
131.99999999999997,8.295941298404203e-18,-0.2608716697005943
132.49999999999997,2.0976717350380157e-17,-2.613038187353094
132.99999999999997,9.785582864908999e-18,-0.9097592720691231
133.49999999999997,1.9882702257287208e-17,-0.6370053025782589
133.99999999999997,7.821280087861447e-18,-2.6728362316558187
134.49999999999997,8.124479979240858e-18,-0.11591992487340536
134.99999999999997,4.8205142123993466e-18,-1.1568249976707483
135.49999999999997,5.829701059104388e-18,-0.909402987541219
135.99999999999997,5.2415126106617495e-19,-2.0539720148877576
136.49999999999997,3.4433955540435032e-18,-0.8432562116305548
136.99999999999997,2.3662643739448937e-18,2.7466370774409032
137.49999999999997,5.218604495668569e-18,-2.0963928298332064
137.99999999999997,2.9697335653913235e-18,-1.4472402098255768
138.49999999999997,2.3787090378040274e-18,-1.5063162350723744
138.99999999999997,7.444325650781418e-18,-2.1366033646803957
139.49999999999997,3.3900388095585916e-18,-1.7194429299945393
139.99999999999997,3.2088726778391907e-18,-0.28887566478589605
140.49999999999997,4.592323717752551e-18,-1.7965540335865695
140.99999999999997,8.390770360862671e-19,0.5657572150217902
141.49999999999997,8.4170508805461e-18,-2.940045490782253
141.99999999999997,8.638490759861293e-18,-0.4955059747613678
142.49999999999997,2.060842541190819e-17,-2.6205726928423942
142.99999999999997,7.911556558116869e-18,-0.4823229546692943
143.49999999999997,2.3827231627828375e-17,-0.5004235298824461
143.99999999999997,7.611443619213727e-18,-2.9936061149004125
144.49999999999997,8.578643826929174e-18,0.051005972643978395
144.99999999999997,6.749415671162811e-19,-0.444112456226106
145.49999999999997,7.952648808979479e-18,-0.7566338018182215
145.99999999999997,2.6337446690561167e-18,-2.7329757526328717
146.49999999999997,4.660831548345018e-18,-0.5259757737644092
146.99999999999997,4.9496422256923806e-18,2.410804107397386
147.49999999999997,4.6975960909462145e-18,-1.407399402109856
