frequency_hz,magnitude,phase_deg
0.0,0.49999998986886285,0.0
0.2,0.49999999024448766,1.7985493512825778e-07
0.4,0.49999999118458066,3.119218440457684e-07
0.6000000000000001,0.4999999923221979,3.8142660598383847e-07
0.8,0.49999999338935386,4.0107652559206484e-07
1.0,0.49999999428116093,3.901477383611715e-07
1.2000000000000002,0.499999994991288,3.635021151255237e-07
1.4000000000000001,0.49999999554946095,3.3016738278099014e-07
1.6,0.4999999959907331,2.950158188544715e-07
1.8,0.4999999963450792,2.6048021642916026e-07
2.0,0.49999999663554245,2.2767814504344917e-07
2.2,0.49999999687911456,1.9705017389510606e-07
2.4000000000000004,0.49999999708814064,1.6870134754417e-07
2.6,0.4999999972715677,1.4257880128683248e-07
2.8000000000000003,0.49999999743590007,1.1856252244779423e-07
3.0,0.499999997585891,9.651073674662667e-08
3.2,0.4999999977250319,7.628179827189397e-08
3.4000000000000004,0.4999999978558979,5.774392667606596e-08
3.6,0.49999999798039124,4.077882196206996e-08
3.8000000000000003,0.49999999809991424,2.528217543128724e-08
4.0,0.49999999821549396,1.1162774334072509e-08
4.2,0.4999999983278727,-1.6590064573766366e-09
4.4,0.4999999984375733,-1.3252874442161438e-08
4.6000000000000005,0.49999999854494964,-2.3680258411711383e-08
4.800000000000001,0.4999999986502226,-3.299581208889576e-08
5.0,0.4999999987535088,-4.1248752585821924e-08
5.2,0.4999999988548424,-4.848402938318999e-08
5.4,0.499999998954192,-5.4743332214890766e-08
5.6000000000000005,0.49999999905147413,-6.006595991451989e-08
5.800000000000001,0.49999999914656446,-6.448955736589958e-08
6.0,0.4999999992393068,-6.805074209645611e-08
6.2,0.4999999993295206,-7.078562473845285e-08
6.4,0.4999999994170067,-7.273029415082528e-08
6.6000000000000005,0.4999999995015537,-7.39211344311268e-08
6.800000000000001,0.49999999958294256,-7.439518030084842e-08
7.0,0.4999999996609507,-7.41903507164357e-08
7.2,0.4999999997353557,-7.334565287586901e-08
7.4,0.49999999980593995,-7.190133666474318e-08
7.6000000000000005,0.4999999998724927,-6.989900499418503e-08
7.800000000000001,0.4999999999348145,-6.738168259156473e-08
8.0,0.4999999999927191,-6.439385166752303e-08
8.200000000000001,0.5000000000460373,-6.098143671246743e-08
8.4,0.500000000094619,-5.7191769191737894e-08
8.6,0.5000000001383366,-5.3073501334162696e-08
8.8,0.5000000001770871,-4.867648783414579e-08
9.0,0.5000000002107942,-4.405164990210143e-08
9.200000000000001,0.5000000002394114,-3.925075003329996e-08
9.4,0.5000000002629238,-3.432621608099961e-08
9.600000000000001,0.5000000002813503,-2.9330824724109498e-08
9.8,0.5000000002947448,-2.4317438286965087e-08
10.0,0.5000000003031986,-1.9338640665669088e-08
10.200000000000001,0.5000000003068413,-1.444636478155496e-08
10.4,0.5000000003058421,-9.691496286544706e-09
10.600000000000001,0.50000000030041,-5.12340989111449e-09
10.8,0.5000000002907944,-7.894884716293715e-10
11.0,0.5000000002772849,3.2653814571548242e-09
11.200000000000001,0.5000000002602105,6.999352265175045e-09
11.4,0.5000000002399384,1.037417093130017e-08
11.600000000000001,0.5000000002168716,1.3355754217300989e-08
11.8,0.5000000001914471,1.591475124088133e-08
12.0,0.5000000001641316,1.802714973817647e-08
12.200000000000001,0.5000000001354178,1.9674790081096455e-08
12.4,0.5000000001058191,2.0845935970818653e-08
12.600000000000001,0.5000000000758641,2.153574024939015e-08
12.8,0.5000000000460887,2.1746663524638964e-08
13.0,0.5000000000170297,2.14888179515146e-08
13.200000000000001,0.49999999998921524,2.078021198481833e-08
13.4,0.49999999996315614,1.9646858438706132e-08
13.600000000000001,0.49999999993933547,1.8122742106286766e-08
13.8,0.4999999999181988,1.624962550788611e-08
14.0,0.4999999999001425,1.4076639937785647e-08
14.200000000000001,0.4999999998855038,1.1659706276285945e-08
14.4,0.49999999987455024,9.060690099129662e-09
14.600000000000001,0.49999999986746957,6.346372628026739e-09
14.8,0.49999999986436106,3.587123464330004e-09
15.0,0.4999999998652286,8.554054699313448e-10
15.200000000000001,0.49999999986997473,-1.7759719062537727e-09
15.4,0.4999999998783984,-4.2357597899131745e-09
15.600000000000001,0.49999999989019445,-6.456338471154393e-09
15.8,0.4999999999049569,-8.375854140951561e-09
16.0,0.499999999922186,-9.940372165966992e-09
16.2,0.4999999999412985,-1.1105975854960273e-08
16.400000000000002,0.4999999999616425,-1.1840709860596734e-08
16.6,0.4999999999825154,-1.2126221939384159e-08
16.8,0.5000000000031858,-1.1959113876602169e-08
17.0,0.5000000000229181,-1.135176322929583e-08
17.2,0.5000000000410001,-1.0332637547568167e-08
17.400000000000002,0.5000000000567696,-8.94594783085239e-09
17.6,0.5000000000696444,-7.250645393986764e-09
17.8,0.500000000079148,-5.318688137538139e-09
18.0,0.5000000000849345,-3.2326379467733656e-09
18.2,0.5000000000868086,-1.0825617351406259e-09
18.400000000000002,0.50000000008474,1.037558130212509e-09
18.6,0.5000000000788719,3.0338922226750464e-09
18.8,0.5000000000695206,4.817077294358235e-09
19.0,0.5000000000571674,6.3065512197978374e-09
19.200000000000003,0.5000000000424414,7.434789089394655e-09
19.400000000000002,0.5000000000260939,8.151049333953687e-09
19.6,0.5000000000089655,8.424537930470307e-09
19.8,0.49999999999194467,8.246678293882168e-09
20.0,0.4999999999759246,7.632315040393016e-09
20.200000000000003,0.4999999999617538,6.619707392414745e-09
20.400000000000002,0.49999999995018896,5.269216780410562e-09
20.6,0.49999999994184924,3.66066101119325e-09
20.8,0.4999999999371766,1.889369557426626e-09
21.0,0.4999999999364035,6.113065871901632e-11
21.200000000000003,0.4999999999395332,-1.7137920302389074e-09
21.400000000000002,0.4999999999463311,-3.3272498526556183e-09
21.6,0.4999999999563325,-4.680019526093469e-09
21.8,0.49999999996886446,-5.688426822704093e-09
22.0,0.4999999999830827,-6.290258482918925e-09
22.200000000000003,0.4999999999980232,-6.449611854175013e-09
22.400000000000002,0.5000000000126629,-6.160145183562847e-09
22.6,0.5000000000259893,-5.446436559376115e-09
22.8,0.5000000000370723,-4.363201013475818e-09
23.0,0.5000000000451347,-2.9922515922114832e-09
23.200000000000003,0.500000000049612,-1.4372980402904597e-09
23.400000000000002,0.5000000000502033,1.832235948410156e-10
23.6,0.5000000000469006,1.744755901860875e-09
23.8,0.5000000000399987,3.126187119771356e-09
24.0,0.5000000000300796,4.219559959102481e-09
24.200000000000003,0.500000000017974,4.939193615377001e-09
24.400000000000002,0.5000000000046991,5.229335566835013e-09
24.6,0.4999999999913788,5.0696627402197036e-09
24.8,0.4999999999791504,4.477955213463781e-09
25.0,0.49999999996906613,3.509568196948191e-09
25.200000000000003,0.49999999996199807,2.2535268049327013e-09
25.400000000000002,0.49999999995855493,8.253899144473739e-10
25.6,0.4999999999590197,-6.42611888522594e-10
25.8,0.4999999999633149,-2.0134652672217777e-09
26.0,0.4999999999710005,-3.158195554800176e-09
26.200000000000003,0.4999999999813074,-3.9685070244620285e-09
26.400000000000002,0.4999999999932041,-4.367881307076681e-09
26.6,0.5000000000054925,-4.32000314026003e-09
26.8,0.5000000000169259,-3.833437895838775e-09
27.0,0.5000000000263347,-2.961864677797289e-09
27.200000000000003,0.5000000000327518,-1.7995625219105918e-09
27.400000000000002,0.5000000000355197,-4.72396989248947e-10
27.6,0.5000000000343691,8.750322613044943e-10
27.8,0.5000000000294577,2.094796933962892e-09
28.0,0.5000000000213624,3.0520542905224575e-09
28.200000000000003,0.5000000000110243,3.640602871868765e-09
28.400000000000002,0.49999999999964867,3.79574976431188e-09
28.6,0.49999999998857025,3.5028009574678724e-09
28.8,0.4999999999790982,2.799926910140267e-09
29.0,0.49999999997235856,1.7747637796277793e-09
29.200000000000003,0.49999999996915234,5.548112086107326e-10
29.400000000000002,0.49999999996984956,-7.0743839466773e-10
29.6,0.4999999999743331,-1.8531292767325808e-09
29.8,0.4999999999820037,-2.737121967600031e-09
30.0,0.4999999999918456,-3.247056161361249e-09
30.200000000000003,0.5000000000025521,-3.318787305177427e-09
30.400000000000002,0.5000000000126927,-2.9459664220460884e-09
30.6,0.500000000020903,-2.1821076464108543e-09
30.8,0.5000000000260733,-1.1345545965559793e-09
31.0,0.5000000000275079,4.931410057579279e-11
31.200000000000003,0.5000000000250314,1.2019751622887394e-09
31.400000000000002,0.5000000000190248,2.1592425022205577e-09
31.6,0.5000000000103811,2.7840920227638035e-09
31.8,0.5000000000003857,2.987270652200192e-09
32.0,0.49999999999053224,2.7415344668953372e-09
32.2,0.4999999999823029,2.086965930165311e-09
32.4,0.4999999999769414,1.1261916518439396e-09
32.6,0.49999999997525674,9.757644287077381e-12
32.800000000000004,0.4999999999774878,-1.0865177590830625e-09
33.0,0.4999999999832544,-1.988912504339808e-09
33.2,0.4999999999916069,-2.5537593480519713e-09
33.4,0.500000000001169,-2.691383047425188e-09
33.6,0.5000000000103569,-2.381910431973914e-09
33.800000000000004,0.50000000001764,-1.6799036317410045e-09
34.0,0.5000000000217998,-7.065395587152036e-10
34.2,0.5000000000221446,3.698800472141008e-10
34.4,0.5000000000186392,1.3622148775519458e-09
34.6,0.5000000000119229,2.0969714023756665e-09
34.800000000000004,0.5000000000032085,2.4453448843936376e-09
35.0,0.49999999999407474,2.3471747565243368e-09
35.2,0.4999999999861851,1.8231278404558617e-09
35.4,0.4999999999809842,9.723213643409074e-10
35.6,0.4999999999794239,-4.474405194444194e-11
35.800000000000004,0.4999999999817758,-1.035350085969046e-09
36.0,0.49999999998756745,-1.8107521310290073e-09
36.2,0.4999999999956604,-2.2226513257438103e-09
36.4,0.500000000004461,-2.1928489650465096e-09
36.6,0.5000000000122272,-1.7298898069012856e-09
36.800000000000004,0.500000000017414,-9.28838626741236e-10
37.0,0.5000000000189886,4.644213699841827e-11
37.2,0.5000000000166509,9.956377152426366e-10
37.4,0.500000000010907,1.7227515221312991e-09
37.6,0.5000000000029774,2.0771328344986683e-09
37.800000000000004,0.4999999999945504,1.9860779241351843e-09
38.0,0.49999999998742944,1.4716344454513015e-09
38.2,0.4999999999831452,6.473863293327075e-10
38.400000000000006,0.4999999999826172,-3.0486975476600906e-10
38.6,0.4999999999859403,-1.1741540193767128e-09
38.800000000000004,0.49999999999235106,-1.7669357637296687e-09
39.0,0.5000000000003857,-1.9510418814556576e-09
39.2,0.500000000008203,-1.68679531213047e-09
39.400000000000006,0.5000000000140027,-1.0376047407736929e-09
39.6,0.5000000000164452,-1.5681532228253825e-10
39.800000000000004,0.500000000014974,7.469720337449335e-10
40.0,0.500000000009961,1.4586739411899614e-09
40.2,0.5000000000026301,1.8083034770636708e-09
40.400000000000006,0.49999999999477424,1.7129462576593405e-09
40.6,0.4999999999883237,1.198419645385133e-09
40.800000000000004,0.4999999999848693,3.9452727503786274e-10
41.0,0.49999999998526,-4.958991181099804e-10
41.2,0.4999999999893763,-1.2471846697006987e-09
41.400000000000006,0.4999999999961466,-1.6681316029924874e-09
41.6,0.5000000000038098,-1.6518764138328423e-09
41.800000000000004,0.5000000000103638,-1.204961822547095e-09
42.0,0.5000000000140896,-4.472937597795688e-10
42.2,0.5000000000140113,4.1808906959382536e-10
42.400000000000006,0.5000000000101699,1.1583239605318482e-09
42.6,0.5000000000036261,1.5734007198150578e-09
42.800000000000004,0.49999999999618516,1.5513915127740588e-09
43.0,0.499999999989908,1.1006349671444997e-09
43.2,0.4999999999865401,3.4910095869119244e-10
43.400000000000006,0.4999999999870154,-4.899752399967895e-10
43.6,0.49999999999117895,-1.1775281001208856e-09
43.800000000000004,0.4999999999978171,-1.5169468298761838e-09
44.0,0.5000000000049936,-1.4116227456991265e-09
44.2,0.5000000000106065,-8.94593628890309e-10
44.400000000000006,0.5000000000130066,-1.2056376937347351e-10
44.6,0.5000000000114946,6.785308465879941e-10
44.800000000000004,0.5000000000065444,1.2622485360801736e-09
45.0,0.49999999999967565,1.4544763001719388e-09
45.2,0.4999999999930016,1.1982631125343815e-09
45.400000000000006,0.499999999988584,5.749944111188159e-10
45.6,0.4999999999877899,-2.1915243676493245e-10
45.800000000000004,0.4999999999908514,-9.334280022949735e-10
46.0,0.49999999999677786,-1.3414194217986006e-09
46.2,0.5000000000036569,-1.3138919986864342e-09
46.400000000000006,0.5000000000092604,-8.618281176835547e-10
46.6,0.5000000000117675,-1.3466088898683694e-10
46.800000000000004,0.5000000000103682,6.271074384035572e-10
47.0,0.500000000005545,1.1705232811305648e-09
47.2,0.4999999999989288,1.3147309671480438e-09
47.400000000000006,0.49999999999276185,1.0129140460927208e-09
